what documents will i have to carry for housing,3e09a356-f34d-4c52-8e0a-dcb56324b7f3,5,151b36bc-eaf8-4541-9bd7-c64125f907e7,3,,
what documents are necessary before moving to residence halls,151b36bc-eaf8-4541-9bd7-c64125f907e7,5,3e09a356-f34d-4c52-8e0a-dcb56324b7f3,3,,
what things should i bring to be issued a housing key,3e09a356-f34d-4c52-8e0a-dcb56324b7f3,4,151b36bc-eaf8-4541-9bd7-c64125f907e7,3,,
when is the moving in day for freshmen,f79844c0-6054-4323-ac75-59077950c2fb,5,,,,
what is rit housing's phone number,244f720c-6f97-411e-afb6-48436e659ce1,5,,,,
when can i contact rit housing,244f720c-6f97-411e-afb6-48436e659ce1,5,,,,
when is the moving in day for grad students,110f981d-284f-4e0a-8bf5-041b79d9183d,5,,,,
should i bring any id to be issued a housing key,151b36bc-eaf8-4541-9bd7-c64125f907e7,5,3e09a356-f34d-4c52-8e0a-dcb56324b7f3,4,,
is a photo id necessary,3e09a356-f34d-4c52-8e0a-dcb56324b7f3,5,151b36bc-eaf8-4541-9bd7-c64125f907e7,4,,
when is the moving in day for students returninig to residence halls,f79844c0-6054-4323-ac75-59077950c2fb,5,,,,
can my family accompany me while moving in,f79844c0-6054-4323-ac75-59077950c2fb,5,4cc7239e-ef38-48be-b0ce-9be045591905,4,,
can i bring a dog to the residence hall,f79844c0-6054-4323-ac75-59077950c2fb,5,4cc7239e-ef38-48be-b0ce-9be045591905,4,01fb4e79-2c53-425c-acb6-10bca79f3b62,3
can i bring my cat to residence hall,4cc7239e-ef38-48be-b0ce-9be045591905,5,f79844c0-6054-4323-ac75-59077950c2fb,4,01fb4e79-2c53-425c-acb6-10bca79f3b62,3
where do i complete the online inventory assignment,4cc7239e-ef38-48be-b0ce-9be045591905,5,f79844c0-6054-4323-ac75-59077950c2fb,4,,
how do i change the position of my bed in the residence hall,f79844c0-6054-4323-ac75-59077950c2fb,5,4cc7239e-ef38-48be-b0ce-9be045591905,4,,
when is them moving in day for summer vestibule program,110f981d-284f-4e0a-8bf5-041b79d9183d,5,,,,
can i bring my dog to the apartment,110f981d-284f-4e0a-8bf5-041b79d9183d,5,f79844c0-6054-4323-ac75-59077950c2fb,4,,
what time should i arrive at the apartment,110f981d-284f-4e0a-8bf5-041b79d9183d,5,f79844c0-6054-4323-ac75-59077950c2fb,4,,
what should i do if i arrive late to the apartment,110f981d-284f-4e0a-8bf5-041b79d9183d,5,f79844c0-6054-4323-ac75-59077950c2fb,4,,
when can spring applicants move in,51abc516-e99c-4dc1-99ee-acebc4b06675,5,,,,
what if i am unable to move in at the specified time,f79844c0-6054-4323-ac75-59077950c2fb,5,110f981d-284f-4e0a-8bf5-041b79d9183d,4,,
is there an early arrival for spring applicants,f92d5b45-0e33-4967-a71b-dc0d55db1c6f,5,,,,
can i arrive earlier than scheduled,f92d5b45-0e33-4967-a71b-dc0d55db1c6f,4,f79844c0-6054-4323-ac75-59077950c2fb,3,,
how do i mail my roommates,87566c3e-16cd-48ce-8e9a-b6e10d8c4d3d,5,,,,
how do i know who my roommates are,87566c3e-16cd-48ce-8e9a-b6e10d8c4d3d,5,,,,
how will i know my rit mailbox address,87566c3e-16cd-48ce-8e9a-b6e10d8c4d3d,5,,,,
how can i locate the apartment at rit,87566c3e-16cd-48ce-8e9a-b6e10d8c4d3d,5,,,,
how can i locate the residence hall,87566c3e-16cd-48ce-8e9a-b6e10d8c4d3d,5,,,,
how do i locate the building once i am at rit,87566c3e-16cd-48ce-8e9a-b6e10d8c4d3d,5,,,,
where can i check my room assignment,87566c3e-16cd-48ce-8e9a-b6e10d8c4d3d,5,,,,
how do i get to rit,6ecbdfd1-b28c-420c-aa6c-534a9584193a,5,,,,
how can i reach rit,6ecbdfd1-b28c-420c-aa6c-534a9584193a,5,,,,
where do i pick up the keys for the residence halls,e032c231-b094-4b98-9980-96c0de4e76cd,5,,,,
where can i get the keys to the dorm,e032c231-b094-4b98-9980-96c0de4e76cd,5,,,,
where can i pick up the keys for my apartment,d8f94d7d-b8d3-4e7a-b232-793186086dd9,5,,,,
where do i get the keys to my apartment,d8f94d7d-b8d3-4e7a-b232-793186086dd9,5,,,,
will i have a moving cart to take my things,d8f94d7d-b8d3-4e7a-b232-793186086dd9,5,e032c231-b094-4b98-9980-96c0de4e76cd,4,,
what should i do as soon as i get to rit,9d66ee60-369d-4a69-ba66-bb51d2503af3,5,,,,
how will emergency information be broadcasted,9d66ee60-369d-4a69-ba66-bb51d2503af3,5,,,,
where can i get insurance,a0679ca6-0924-4ec6-ba86-9ebe67d5d0b2,5,,,,
will i need insurance,a0679ca6-0924-4ec6-ba86-9ebe67d5d0b2,5,,,,
does rit have property insurance,a0679ca6-0924-4ec6-ba86-9ebe67d5d0b2,5,,,,
does rit offer insurance plans,a0679ca6-0924-4ec6-ba86-9ebe67d5d0b2,5,,,,
would a parent's homeowner's insurance suffice,a0679ca6-0924-4ec6-ba86-9ebe67d5d0b2,5,,,,
what is a mainstream floor,aa8969f9-5af7-4797-8120-f2d808b6d817,5,,,,
what is mainstream floor in residence hall,aa8969f9-5af7-4797-8120-f2d808b6d817,5,,,,
how will i access internet,1abad751-6dd3-4fe7-95a4-5b6ce0e37cef,4,b08de3e0-23f8-46bc-a922-41ef536fc439,3,,
does residence hall have ethernet jacks,1abad751-6dd3-4fe7-95a4-5b6ce0e37cef,5,,,,
do the apartments have wifi,b08de3e0-23f8-46bc-a922-41ef536fc439,5,,,,
do the residence halls have wifi,1abad751-6dd3-4fe7-95a4-5b6ce0e37cef,5,,,,
will the dorms have wifi connection,1abad751-6dd3-4fe7-95a4-5b6ce0e37cef,5,,,,
will i have to get an ethernet cable for internet,b08de3e0-23f8-46bc-a922-41ef536fc439,4,1abad751-6dd3-4fe7-95a4-5b6ce0e37cef,3,,
should i get a fan,278bdb82-6411-485e-b92f-414b81d350c2,5,,,,
are the residence halls air conditioned,278bdb82-6411-485e-b92f-414b81d350c2,5,,,,
can i bring a cat or dog to the apartment,01fb4e79-2c53-425c-acb6-10bca79f3b62,5,4cc7239e-ef38-48be-b0ce-9be045591905,3,,
what kind of pets are allowed in the apartment,01fb4e79-2c53-425c-acb6-10bca79f3b62,5,4cc7239e-ef38-48be-b0ce-9be045591905,3,,
can i bring a fish tank to the apartment,01fb4e79-2c53-425c-acb6-10bca79f3b62,5,,,,
do we have cable at the residence halls ,73a944ba-4039-4b5e-8313-abe125b4ac2f,4,c179efc1-503a-4755-a6ee-31b435251b35,3,,
do we have cable at the apartments,73a944ba-4039-4b5e-8313-abe125b4ac2f,5,c179efc1-503a-4755-a6ee-31b435251b35,3,,
what about cable,73a944ba-4039-4b5e-8313-abe125b4ac2f,5,c179efc1-503a-4755-a6ee-31b435251b35,3,,
what about telephones,5307baee-0b1d-4fe3-92c3-9c70ca058a76,5,,,,
is there a phone jack in the residence halls,5307baee-0b1d-4fe3-92c3-9c70ca058a76,5,,,,
is there a phone jack in the apartments,5307baee-0b1d-4fe3-92c3-9c70ca058a76,5,,,,
how do i contact service desk ,5307baee-0b1d-4fe3-92c3-9c70ca058a76,5,,,,
can i get a phone jack in rit housing,5307baee-0b1d-4fe3-92c3-9c70ca058a76,5,,,,
how do i get my utitilities turned on,a7f38ceb-acbd-4075-8a3a-25592c65703c,5,c179efc1-503a-4755-a6ee-31b435251b35,4,,
do i have to pay extra for gas or electricity,a7f38ceb-acbd-4075-8a3a-25592c65703c,5,c179efc1-503a-4755-a6ee-31b435251b35,4,,
what utilities are provided in the apartments and residence halls,a7f38ceb-acbd-4075-8a3a-25592c65703c,5,,,,
what size of sheets and blankets do i have to get to rit inn,b0e9c7bc-8815-4c72-a93b-531e417ee90f,5,,,,
what is the size of bed at rit inn,b0e9c7bc-8815-4c72-a93b-531e417ee90f,5,,,,
can i bring a car to rit,0b7d2e94-f7b0-4d24-8489-fb65b9670d9d,5,,,,
should i register my car with rit,0b7d2e94-f7b0-4d24-8489-fb65b9670d9d,5,,,,
how can i register my car with rit,0b7d2e94-f7b0-4d24-8489-fb65b9670d9d,5,,,,
what are the parking options available for my car,0b7d2e94-f7b0-4d24-8489-fb65b9670d9d,5,,,,
do i need a permit to park my car on campus,0b7d2e94-f7b0-4d24-8489-fb65b9670d9d,5,,,,
where can i find help related to rit housing ,dc8fda85-5776-493b-8759-15de68b07c9a,5,f4689dd8-4321-41a7-aeeb-b5b626f50a46,4,,
is there someone i can contact if i run into problems with rit housing,dc8fda85-5776-493b-8759-15de68b07c9a,5,f4689dd8-4321-41a7-aeeb-b5b626f50a46,4,,
what should i do if i have a conflict with a roommate,f4689dd8-4321-41a7-aeeb-b5b626f50a46,5,dc8fda85-5776-493b-8759-15de68b07c9a,4,,
is there any support systems for the residents,f4689dd8-4321-41a7-aeeb-b5b626f50a46,5,dc8fda85-5776-493b-8759-15de68b07c9a,4,,
is there any assistance center for residents of apartments,dc8fda85-5776-493b-8759-15de68b07c9a,5,,,,
is there any assistance center for residents of residence halls,f4689dd8-4321-41a7-aeeb-b5b626f50a46,5,,,,
who should i contact in case of an emergency,4af06de6-d586-409f-a447-025cbcbcf036,5,,,,
what should i do in case of an emergency,4af06de6-d586-409f-a447-025cbcbcf036,5,,,,
how can i contact rit housing for general enquires,4af06de6-d586-409f-a447-025cbcbcf036,5,,,,
what should i do in case of immediate assistance,4af06de6-d586-409f-a447-025cbcbcf036,5,,,,
how can i cancel the housing contract,1fc350f4-a47d-4206-8878-5df1a1624030,5,,,,
what is the procedure to cancel the housing contract ,1fc350f4-a47d-4206-8878-5df1a1624030,5,,,,
cancellation of your housing and no-show date,1fc350f4-a47d-4206-8878-5df1a1624030,5,236204cd-389e-43ae-ab46-d59992ed857e,3,,
what happens in case of a no show,1fc350f4-a47d-4206-8878-5df1a1624030,5,236204cd-389e-43ae-ab46-d59992ed857e,3,,
when is the last day to move in to avoid housing contract cancelation,1fc350f4-a47d-4206-8878-5df1a1624030,5,236204cd-389e-43ae-ab46-d59992ed857e,3,,
what is the last day to move in for spring housing,236204cd-389e-43ae-ab46-d59992ed857e,5,,,,
"by when should i move in, to avoid housing contract cancelation",236204cd-389e-43ae-ab46-d59992ed857e,5,,,,
what are the benefits of rit housing ,c179efc1-503a-4755-a6ee-31b435251b35,5,,,,
does rit housing have enough safety,c179efc1-503a-4755-a6ee-31b435251b35,5,,,,
do i have to pay extra for early contract termination,c179efc1-503a-4755-a6ee-31b435251b35,5,,,,
do i have laundry facility,c179efc1-503a-4755-a6ee-31b435251b35,5,,,,
what is the duration of the housing contract,c179efc1-503a-4755-a6ee-31b435251b35,5,,,,
what happens to housing contract in case i go on a co-op,c179efc1-503a-4755-a6ee-31b435251b35,5,,,,
what happens to housing contract in case i go on a study abroad program,c179efc1-503a-4755-a6ee-31b435251b35,5,,,,
when do i apply for housing for next term,94a87358-ec25-4ab6-8c0a-fad007e2cb6e,5,,,,
housing selection for next year,94a87358-ec25-4ab6-8c0a-fad007e2cb6e,5,,,,
short term housing,1c42bd4d-8816-4f41-839f-5d17381e6aba,5,,,,
will i be reassignment to permanent housing from short term housing,1c42bd4d-8816-4f41-839f-5d17381e6aba,5,,,,
what are the features of short term housing,59658147-b782-4f7f-b3b5-17918666c209,5,,,,
does short term housing have tv or cable,59658147-b782-4f7f-b3b5-17918666c209,5,,,,
how do i commute to school from short term housing,59658147-b782-4f7f-b3b5-17918666c209,5,,,,
will i have access to pool or fitness center during short term housing,59658147-b782-4f7f-b3b5-17918666c209,5,,,,
is a shuttle to school available during short term housing,59658147-b782-4f7f-b3b5-17918666c209,5,,,,
what is the capacity of rit inn,275acf9a-f82f-4e05-b3e1-b3defc551e50,5,,,,
who gets placed on short term housing,275acf9a-f82f-4e05-b3e1-b3defc551e50,5,,,,
what is short term housing,275acf9a-f82f-4e05-b3e1-b3defc551e50,5,,,,
i have been assigned short-term housing. where do i go when i arrive at rit,5abb97d0-5c73-4bdb-aed5-a002441a75f4,5,,,,
where should i check in for short term housing,5abb97d0-5c73-4bdb-aed5-a002441a75f4,5,,,,
where will i be living for short term housing,5234a49e-df69-49a1-84a9-e8c399f57026,5,,,,
how long wil i have to stay in short term housing,5234a49e-df69-49a1-84a9-e8c399f57026,5,,,,
will i have a roommate in short term housing,57691987-35a1-442b-8559-88c558777d4c,5,,,,
can i add a person i know as a roommate,57691987-35a1-442b-8559-88c558777d4c,5,,,,
what is the cost of short term housing,b02c45f0-7f26-4cb0-aca9-7dca2705406d,5,,,,
how am i billed for short term housing,b02c45f0-7f26-4cb0-aca9-7dca2705406d,5,,,,
what is the process to get permanent housing,6751d5aa-8008-422c-875b-816e5ed9e43c,5,,,,
what is the process related to getting assigned to permanent housing,6751d5aa-8008-422c-875b-816e5ed9e43c,5,,,,
how will i get mail while i am in short-term housing,8bcd3c0f-3d3f-4000-9b1d-00eee2340170,5,,,,
what would the physical mailing address be for short term housing,8bcd3c0f-3d3f-4000-9b1d-00eee2340170,5,,,,
what should i bring for short term housing,fb09ce21-0a24-4f74-b3a3-4a7b332f50c,5,,,,
is storage space available for short term housing,fb09ce21-0a24-4f74-b3a3-4a7b332f50c,5,,,,
what does the short-term room provide,1ffedea9-ba2b-482e-a975-a1c882e5d0b9,5,,,,
"does short term housing provide pillows, dressers and towels",1ffedea9-ba2b-482e-a975-a1c882e5d0b9,5,,,,
how do i get to rit from short term housing,e9deef04-767e-44d0-bf41-cd9622cf1489,5,,,,
how should i commute to rit from short term housing,e9deef04-767e-44d0-bf41-cd9622cf1489,5,,,,
will housekeeping staff clean the room in short term housing,24cc8d2a-cd91-49ff-ac0d-11a55d7b4892,5,,,,
how is the garbage taken care of in short term housing,24cc8d2a-cd91-49ff-ac0d-11a55d7b4892,5,,,,
should i opt for a dining plan during short term housing,c90d595f-9041-48e1-855e-bd06d1110f69,5,,,,
am i required to have a dining plan,c90d595f-9041-48e1-855e-bd06d1110f69,5,,,,
are there lounges on the floors of the rit inn,6060feda-9082-4ff3-aef3-e9062d4ad4c1,5,,,,
does rit inn have lounges,6060feda-9082-4ff3-aef3-e9062d4ad4c1,5,,,,
what is the termination policy for short term housing ,58331cec-80bb-4292-a911-75836e3bc869,5,,,,
can i cancel my short term housing contract after accepting it,58331cec-80bb-4292-a911-75836e3bc869,5,,,,
"during short term housing, who can i reach out to for help",2cbe8951-d09e-4f55-8bbb-17881d09d244,5,,,,
who should i contact in case of issues related to short term housing,2cbe8951-d09e-4f55-8bbb-17881d09d244,5,,,,
whom can i contact for queries related to short term housing,2a613e71-cf2f-41bf-a845-26a656beb735,5,,,,
whom can i contact for questions related to short term housing,2a613e71-cf2f-41bf-a845-26a656beb735,5,,,,
summer vestibule program,1db941d8-e53f-4cf5-bb76-3b745d41c88b,5,,,,
what are the details of the summer vestibule program,1db941d8-e53f-4cf5-bb76-3b745d41c88b,5,,,,
will the residence hall be air conditioned in summer,90a2b8d2-a8dc-487e-b7c3-687a1301eb92,5,,,,
will the dorms be air conditioned in summer,90a2b8d2-a8dc-487e-b7c3-687a1301eb92,5,,,,
will the rit housing be air conditioned in summer,90a2b8d2-a8dc-487e-b7c3-687a1301eb92,3,,,,
which rit apartments are air conditioned in summer,90a2b8d2-a8dc-487e-b7c3-687a1301eb92,2,,,,
will the dorm assignments this summer be air conditioned,90a2b8d2-a8dc-487e-b7c3-687a1301eb92,5,,,,
how much will it cost to stay at residence hall during summer,9fb9a99a-1556-4300-b335-c3d95a3a32be,3,,,,
how much will i be charged during summer in residence hall,9fb9a99a-1556-4300-b335-c3d95a3a32be,4,,,,
what are the charges for summer in residence hall,9fb9a99a-1556-4300-b335-c3d95a3a32be,4,,,,
what is the charge to stay at residence hall during maintenance,9fb9a99a-1556-4300-b335-c3d95a3a32be,4,,,,
what is the charge to stay at rit housing during summer ,9fb9a99a-1556-4300-b335-c3d95a3a32be,3,,,,
what is the charge to stay at rit housing during maintenance,9fb9a99a-1556-4300-b335-c3d95a3a32be,3,,,,
where do i stay during maintenance,9fb9a99a-1556-4300-b335-c3d95a3a32be,4,,,,
wanted to check about the assignments available in the residence halls,9fb9a99a-1556-4300-b335-c3d95a3a32be,5,,,,
